2, 0, -nan
4, 0, 0
8, 0, 0.588235
16, 3, 0.307087
32, 3, 0.239709
64, 3, 0.150296
128, 4, 0.0785655
256, 4, 0.0463687
512, 4, 0.0269417
1024, 4, 0.0143514
2048, 4, 0.00723382
4096, 5, 0.0039231
8192, 5, 0.00223045
16384, 5, 0.00117234
32768, 5, 0.000672424
65536, 5, 0.0003446
131072, 5, 0.000176796
