2, 0, -nan
4, 0, 0
8, 4, 0.333333
16, 3, 0.429967
32, 3, 0.252163
64, 3, 0.109917
128, 4, 0.0798875
256, 4, 0.0410299
512, 4, 0.0202755
1024, 4, 0.0137082
2048, 4, 0.0073272
4096, 5, 0.00381363
8192, 5, 0.00207712
16384, 5, 0.00118836
32768, 5, 0.000641893
65536, 5, 0.000347896
131072, 5, 0.000173698
