2, 1, -nan
4, 1, 0.25
8, 3, 0.1875
16, 3, 0.373134
32, 3, 0.199336
64, 5, 0.130131
128, 4, 0.0738128
256, 5, 0.0485155
512, 4, 0.0252768
1024, 4, 0.0125914
2048, 4, 0.00761253
4096, 5, 0.00402603
8192, 5, 0.00224073
16384, 5, 0.00118501
32768, 5, 0.000639499
65536, 5, 0.000331432
131072, 6, 0.000178884
