2, 0, -nan
4, 0, 0.25
8, 2, 0.355932
16, 3, 0.373665
32, 3, 0.183424
64, 4, 0.121228
128, 4, 0.0754657
256, 5, 0.0406269
512, 4, 0.024912
1024, 4, 0.0135848
2048, 5, 0.00728385
4096, 4, 0.00402675
8192, 5, 0.00232791
16384, 5, 0.00118754
32768, 5, 0.000630802
65536, 6, 0.000344356
131072, 5, 0.000181883
