1, 1.0445e-06
2, 1.1695e-06
4, 1.929e-06
8, 2.4235e-06
16, 3.553e-06
32, 5.207e-06
64, 1.01495e-05
128, 1.98245e-05
256, 4.39905e-05
512, 0.000101204
1024, 0.000270516
2048, 0.000582308
4096, 0.00129611
8192, 0.00298021
16384, 0.0102138
32768, 0.0163481
65536, 0.0413671
131072, 0.0897469
262144, 0.190138
524288, 0.442682
1048576, 0.887651
2097152, 1.98554
4194304, 4.42098
8388608, 10.2389
16777216, 21.6791
