1, 6.49667e-07
2, 4.96333e-07
4, 5.89667e-07
8, 7.79667e-07
16, 1.246e-06
32, 2.23867e-06
64, 5.07067e-06
128, 1.179e-05
256, 2.42467e-05
512, 5.7525e-05
1024, 0.000131704
2048, 0.000288055
4096, 0.000720313
8192, 0.00162923
16384, 0.00402911
32768, 0.00979613
65536, 0.0227173
131072, 0.0644662
262144, 0.196814
524288, 0.399483
1048576, 1.00294
2097152, 3.78596
4194304, 7.7347
8388608, 21.4117
